vmid,vm_name,template,node,ip,cores,memory,disk_size
0,kube-master01,t-centos9-86,thinkcentre,0,2,2048,32G
0,kube-worker01,t-centos9-86,thinkcentre,0,2,2048,32G
0,kube-worker02,t-centos9-86,thinkcentre,0,2,2048,32G
0,kube-worker03,t-centos9-86,thinkcentre,0,2,2048,32G
